source_keyword,note_id,type,title,desc,time,last_update_time,time_readable,last_update_time_readable,user_id,nickname,liked_count,collected_count,comment_count,share_count,ip_location,tag_list,crawl_date,note_url
手机依赖症,673d96060000000002038eb8,normal,强迫症真的很适合开便利店,"按照惯例早上到现在又是闲出屁的状态
既然没活就创造活
调陈列，整理台面，整理饮料柜
整理各种角角落落，墙壁蜘蛛网
旧的价格签统统换掉
查保质期，临期商品促销退换
主打一个不闲着
	
便利店真的就是你不干就没活
你想干就哪哪都是活
一通忙下来1:40才吃午饭
手还搞伤了好几块
	
选一会新品，定了货
想着刷会手机
一看时间孩子放学了要开始带娃了
接下来八个小时开始变身家庭妇女
买菜洗菜做饭搞卫生遛娃给娃洗澡哄睡
	
所以我造了什么孽这辈子又要看店又要带孩子
#便利店[话题]#",1732089350000,1732089351000,2024-11-20 15:55:50,2024-11-20 15:55:51,653600ce000000000301f35b,支屋猪,2,0,2,0,江苏,便利店,2024-11-20,https://www.xiaohongshu.com/explore/673d96060000000002038eb8?xsec_token=ABj7Zivo5FnPvJ1MuXGAH2cbmTcB0aoLz6XoiowVRzcCU=&xsec_source=pc_search
手机上瘾,662e538b0000000001033a50,normal,必须足够努力，才能看起来毫不费力,"❤️Hello呀！刚结束了痛苦的期中周，今天更新—————如何“戒掉”手机
	
【内在动力下次讲，今天先说物理手段！！】
	
1️⃣ 缺电模式
· 去图书馆、咖啡店学习时，不要带手机充电器。
· 把学习需要的资料放到电脑上或者直接打印出来。
	
2️⃣去电子产品
· 我临近期末赶论文的时候特别喜欢把文献都打印出来，或者在图书馆借书，尽量减少电子产品的使用。
· 不要给自己找“我要用pad记笔记”“我要用电话听听力”等借口骗自己，因为最后绝大多数时间都会浪费在其他软件上。
	
3️⃣物理隔断
· 或许你会说，但是现在这个时代手机肯定得带呀！
· 那就在学习的时，拿手机存到图书馆楼下的储物柜里。及时放到包里，然后把包放在稍远处的地上，都可以在一定程度上，减少看手机的次数。
	
4️⃣ 自创白纸法
· 很多人思维很跳跃，你可能学着学着突然就想看看穿搭或者搜一些东西
· 没学习的时候想不到，一学习就像干着干那。
· 那任何一张纸甚至便利贴也可，放在旁边，有其他想法，不要去做！不要去做！不要去做！把想做的这件事写到纸上，告诉自己“等我休息再去做这些不痛不痒的事情”
	
5️⃣ 软件转移法
· 删掉部分软件对大家来说可能太痛苦了，那就把软件分散在不同电子设备上。
· 有两个手机，把容易浪费时间的软件放在一台手机里，外出学习时，这个手机就不要携带，学完了回来再看。
· 有平板也可以同样操作，把浪费时间的内容放在平板上，不要带去图书馆。
· 一旦某个软件需要下载再登陆，会极大的降低想玩的积极性。
	
#自律[话题]# #北京大学[话题]# #戒手机[话题]# #戒手机瘾[话题]# #戒手机打卡[话题]# #无痛自律我悟了[话题]# #远离手机[话题]# #远离手机一天能做多少事[话题]# #戒网手机[话题]# #自律即自由[话题]# #成为更好的自己[话题]#",1714312075000,1714312075000,2024-04-28 21:47:55,2024-04-28 21:47:55,622fe58b0000000021028102,乔大脸治,7430,3075,241,111,,"自律,北京大学,戒手机,戒手机瘾,戒手机打卡,无痛自律我悟了,远离手机,远离手机一天能做多少事,戒网手机,自律即自由,成为更好的自己",2024-11-17,https://www.xiaohongshu.com/explore/662e538b0000000001033a50?xsec_token=ABvgzxFZeMWiX4EnLOrfxKZDzimrsj97Y4sb3O3DA_rxo=&xsec_source=pc_search
断网,668f53a80000000025014e12,normal,小技能1  断网重连,"故障：图一     光信号一直闪红灯
解决办法：找到图二连接路由器的细黄线，看有没有缠绕或者弯折，捋顺。
	
今早碰到路由器，断网了，多次关机开启，依旧不行！
第一反应：找物业！
第二反应：刚断网，估计是小问题，自己能解决！
果然，经过小红书熏陶后，我已经不是以前的我了！",1720669096000,1720669189000,2024-07-11 11:38:16,2024-07-11 11:39:49,5e9a5d640000000001007432,7777,568,158,33,110,,,2024-11-22,https://www.xiaohongshu.com/explore/668f53a80000000025014e12?xsec_token=ABs6Qb-xAmNazh3INH7J3HbPfm4b1psQZN6qUAz_OHIPo=&xsec_source=pc_search
放下手机,666829bf000000000e033547,normal,试过了，不碰手机一天不会💩,"#肆意地感受夏天[话题]#
以前总是学习5分钟，刷半小时抖音。熬夜玩手机到凌晨两三点，第二天早八根本听不进去，一整天都浑浑噩噩的。
每时每刻手机不离身，找不到手机的时候像丢了魂一样，总是打开手机看有没有新消息。手机真的荒废了我们多少青春!
But，今天，我把手机锁在宿舍，去图书馆学习了一上午，没有任何干扰，学得很专注。晚上睡觉前，坚决不把手机带上床，就不会熬夜，第二天早起，一整天都很有精神!
原来，放下手机，会有不一样的收获，做事也会更专注。加油!#有趣日常[话题]# #内容过于真实[话题]# #失眠的人不说晚安[话题]# #自律[话题]# #我的一天[话题]# #小红书笔记[话题]# #沉迷手机[话题]# #刷短视频[话题]# #学习[话题]#",1718102463000,1718102464000,2024-06-11 18:41:03,2024-06-11 18:41:04,64a00865000000001001d6b2,阅悦努力中～,197,42,12,4,,"肆意地感受夏天,有趣日常,内容过于真实,失眠的人不说晚安,自律,我的一天,小红书笔记,沉迷手机,刷短视频,学习",2024-11-22,https://www.xiaohongshu.com/explore/666829bf000000000e033547?xsec_token=ABrnxVxE3SDls0qnMdJ4TVfM3pHscHwTwAORhoaXPHY_4=&xsec_source=pc_search
屏幕时间,62b470320000000021034df9,normal,废旧iPhone摇身一变成时钟，太香了吧🤣,"这部iPhone6还是我人生中第一部苹果
现在屏幕也不灵敏、软件打开也需要半天了[哭惹R]
舍不得丢掉，突发奇想随便下了个时钟软件
锁定屏幕设置成“永不”
放床头当个小时钟吧
关了灯也不会很晃眼[偷笑R]
#旧物改造废物利用[话题]# #旧物[话题]# #旧物利用[话题]# #苹果手机[话题]# #iphone[话题]# #iphone6[话题]#",1655992370000,1655993140000,2022-06-23 21:52:50,2022-06-23 22:05:40,5f64d2d20000000001005109,是小卡拉米,40,24,9,8,,"旧物改造废物利用,旧物,旧物利用,苹果手机,iphone,iphone6",2024-11-25,https://www.xiaohongshu.com/explore/62b470320000000021034df9?xsec_token=ABK_g5QvSj0FNaXKBgBVXS6KlYPiMX1YLfBO8gvmFKL4I=&xsec_source=pc_search
断网,660c00b1000000001a014754,video,家里断网了？教你如何自己排障,#宽带办理[话题]#  #故障[话题]#  #小妙招[话题]#,1712140981000,1712062642000,2024-04-03 18:43:01,2024-04-02 20:57:22,65e58c530000000005008298,东莞宽带刘师傅,29,19,1,4,,"宽带办理,故障,小妙招",2024-11-22,https://www.xiaohongshu.com/explore/660c00b1000000001a014754?xsec_token=AB6_JRXNLQq2zws6iISLbpeDO6J6fnyNjy90PHY2nCew8=&xsec_source=pc_search
断网,67222984000000003c01be9c,normal,澳洲停3G，中国手机被断网，怎么办？,"澳洲部分运营商根据手机IMEI，封中国手机设备。
	
各种牵强的理由：
1. Coles Mobile 电话客服说：荣耀厂商通知他们，这个手机澳洲不能用。（骗人！）
2. Optus 门店说：中国手机不支持澳洲网络，让我换手机。（骗人！）
3. Telstra 门店说：中国手机不支持澳洲频段，让我换手机。（骗人！）
	
为什么说骗人呢，看图2，我这手机是支持或部分支持3家运营商的4G和5G网络的，反正肯定是能用的。
	
本来我想签Telstra的Plan，我说能不能找个Telstra的SIM卡插上，我先试试能不能正常使用。店员说不愿意试，怕他们的SIM卡被自己公司封了。what？因为店员这说法，我直接谢谢走人。
	
去了Vodafone门店，店员说先找个店里SIM卡试一下，确实有网也能打电话。然后，就签了个Plan，店员承诺我一个月内，如果因为他们公司停3G的原因，导致我的设备不能用的话，可以帮我申请免除Plan的费用。
	
我是国行版荣耀Magic6，澳洲买的海外版荣耀90。10月29日下午，用Optus，Coles mobile的SIM卡都被停网了。
	
今天转签约Vodafone，继续正常使用。
	
-----------------------------------
	
更新内容：
	
我的设备应该是支持band28的，见图3。
	
但是29日下午被停网了，不能打电话。拨号出去后的语音提示是your mobile device has been banned by Optus due to 3G shut down。
	
我联系Optus客服，客服让我提供IMEI号码，然后告诉我，我的设备被ban了，他们没有办法处理。被ban原因是厂商通知他们这个手机没法在澳洲使用的。这是赤裸裸的话术（谎言）！
	
华为、荣耀都担心出海有阻力呢，还有闲心干这事？通知澳洲电信服务商，我们生产的手机在澳洲不能用了！
	
文中一切内容，完全是转述我所听到的。不存在带节奏！
	
难道澳洲的电信服务商就可以随便就让人掏钱换手机？更何况我的手机还是支持你家网络频段和VOLTE功能！
	
-----------------------------------
	
更新
	
我的手机不止支持澳洲28网络频段；而且如图4、图5，是默认支持且默认打开VOLTE功能的！
	
对了，30号去解决手机问题时，我想起Optus店员还说了一句建议，在澳洲本地买手机，或者在美国买，UK买也行，就是不能在中国买，因为中国生产的手机不支持澳洲网络，无语！
	
这些客服和店员，也不太明白、不太专业，但这些就是他们的真实想法，或者是公司培训的官方解释。
	
你细品！
	
#手机幸存者投票 [投票]#
	
#澳洲生活[话题]# #Telstra[话题]# #vodafone[话题]# #optus[话题]# #悉尼生活[话题]# #澳洲[话题]#",1730292100000,1731063885000,2024-10-30 20:41:40,2024-11-08 19:04:45,5c42ea7f0000000005006464,Steven W.B. He ™,280,154,493,305,澳大利亚,"澳洲生活,Telstra,vodafone,optus,悉尼生活,澳洲",2024-11-22,https://www.xiaohongshu.com/explore/67222984000000003c01be9c?xsec_token=ABk9CKm_BvPB-AecSEAAUj3xO6BBKx-joP2PGjxD1uHKQ=&xsec_source=pc_search
沉迷手机,66de8da60000000025032281,normal,为什么说现在的孩子成天就只知道玩手机？,#不懂就问有问必答[话题]# #孩子沉迷手机[话题]# #如何正确的教育孩子[话题]# #家庭教育[话题]# #社会[话题]# #观点分享[话题]# #教育[话题]# #手机游戏[话题]#,1725861286000,1725861286000,2024-09-09 13:54:46,2024-09-09 13:54:46,5e17d82a00000000010017b2,一秋,453,47,173,13,,"不懂就问有问必答,孩子沉迷手机,如何正确的教育孩子,家庭教育,社会,观点分享,教育,手机游戏",2024-11-21,https://www.xiaohongshu.com/explore/66de8da60000000025032281?xsec_token=AB5OO7ASbVyAJiHU-mJJhdjTXJEZU2uVxIzk7sBFBsE5s=&xsec_source=pc_search
手机沉迷,6548fd49000000001f039801,normal,高三生必看｜帮你快速戒掉沉迷手机的秘诀,"你是不是也这样：
你是不是一看到网上帅哥的腹肌、美女的大白腿就流哈喇子？🤤
说好的就看10分钟，结果一看表1个小时过去了，经常学习5min娱乐2h?😳
你是不是经常忍不住游戏的诱惑，无法自拔，假期的作业都是到学校抄别人的？😅
	
长期下去轻则影响学习效率！重者直接导致成绩下滑！不想退步请往下看[赞R]
——
「诱惑的本质」
方法重要，更重要的是得理解为什么这么做，这样才能彻底解决诱惑。
我们大脑 可分为三个部分：本能脑、情绪脑、理性脑。
理性脑告诉我“我应该去学习了”，而情绪脑缺告诉我“不不不！学什么学，哪有手机好玩”
情绪脑喜欢，但理性脑不认可，这就是诱惑的本质。
——
「应急法：冷却情绪🧠」
01增加时间距离
给自己留10min时间，这10min想想做了之后有什么好处吗？现在最重要的是什么？可不可以延迟做？
02增加空间距离
把手机放在够不到的地方，把辣条放在抽屉里，能明显地减少这些东西对自己的诱惑，大大增强自控力
——
「治愈法：重塑大脑🧠」
01改变大脑对刺激反应
一提到学习，即使没开始学习，我们会下意识的会感到痛苦；
一提到腹肌大白腿，即使没看到，我们会下意识的感到愉悦，甚至留着哈喇子……
	
这就是“刺激——感受”模型，每一种刺激我们都会给它贴上了某种情绪标签。
做法就是记录情绪，接下来手把手教你👉
——
「治愈法： 重塑大脑🧠」
02 游戏案例拆解
记录玩之前的内心冲动愉悦 渴望等想法；
记录玩游戏一二十分钟时的愉快体验；
记录玩游戏一两个小时时的无聊乏味厌恶；
记录玩游戏之后的内疚、后悔、疲惫。
多记录几次，我们对游戏的感受就能慢慢被修正
——
「治愈法： 重塑大脑🧠」
03学习案例拆解
记录学习之前的纠结、挣扎；
记录学习中内心的平静、刷题的成就感；
记录学习后的收获、充实感、愉悦感。
我们可以通过这种主动记录，梳理自己的体验，从而更新情绪记忆，产生真正的改变🚀
——
「加餐法：解救失控🧠」
面对诱惑，失控是一定会发生的，不是一两次就能改掉的，因为理性脑和情绪脑发育程度天壤之别。
方法就是使用“如果……那么……”造句，心理学称之为“执行意图”
比如：如果沉迷追剧，那么就暂停10分钟，出去走走
——
「再来一招，完mei解决」
我们不是要消灭娱乐，而是要适度娱乐。
——
✨你好啊，我是小火羊学长
✨高三emo就找小火羊
✨努力做你关注列表里最有价值的账号[赞R]
#高考[话题]##高三[话题]##手机[话题]# #游戏[话题]#@心理薯",1699282250000,1699282250000,2023-11-06 22:50:50,2023-11-06 22:50:50,64fef9b8000000000201288b,小火羊学长,1766,1304,47,155,,"高考,高三,游戏,手机",2024-12-03,https://www.xiaohongshu.com/explore/6548fd49000000001f039801?xsec_token=AB9N1CKm4-W21FmLLI93IL3OuDPKxvRutocXNOB5BdwfI=&xsec_source=pc_search
断网,60f8cb7a000000002103e594,normal,凭一己之力吧大家的网都送走了,"[汗颜R]昨天我的网出现问题 然后和同事说了一嘴 同事去帮我修了修 结果。。。。好家伙 断网+1 断网+3 断网+n。。。。。 然后很成功吧我们室里的网都送走了[汗颜R][汗颜R][汗颜R][汗颜R][汗颜R]
本来以为网冷静了一晚上会自动恢复  然而并没有[微笑R] 现在还处于断网状态[扶墙R] （会修网的技术人员还出差了[黑薯问号R]）肿么办感觉我可能也要被送走了[扶墙R]",1626917754000,1626917755000,2021-07-22 09:35:54,2021-07-22 09:35:55,5660fc5acb35fb5bebbe7276,向一切软萌的事物低头,1,0,1,0,,,2024-11-22,https://www.xiaohongshu.com/explore/60f8cb7a000000002103e594?xsec_token=ABCc-EB-ROq8v9pWAMmYqI3DpzOxmwOttkXwfXDYjQDaM=&xsec_source=pc_search
手机依赖症,642bde40000000001300ef18,normal,现代人的手机依赖症越来越严重,现代人的手机依赖症越来越严重，三个数据足以证明：72%的用户表示无法忍受没有手机的情况下度过周末；23%的用户表示无法忍受最长超过1个小时不碰手机；为了使用手机，41%的人表示愿意放弃健身，22%的Z世代愿意放弃性生活。做个小调查：你每天花几个小时玩手机？,1680596544000,1680596544000,2023-04-04 16:22:24,2023-04-04 16:22:24,634fe155000000001802c891,龚进辉,1,4,1,0,,,2024-11-20,https://www.xiaohongshu.com/explore/642bde40000000001300ef18?xsec_token=ABu4RnKzrC01H7gK3Tcus4r3ZkKwsZ5ZV9zk4uxQwJ95Q=&xsec_source=pc_search
手机上瘾,62c813780000000010024134,normal,星露谷yyds,说实话 ，我一个男生那时候发现这个游戏，每天都在肝，真的停不下来，在我心中，这个在种田游戏里排行第一。#星露谷物语[话题]#,1657279352000,1657279353000,2022-07-08 19:22:32,2022-07-08 19:22:33,5f28b1aa00000000010071e8,小叶,2414,593,365,262,,星露谷物语,2024-11-17,https://www.xiaohongshu.com/explore/62c813780000000010024134?xsec_token=AB4cXB0GYAIAeff1LgTzrPbKkFkza4SiLkMBgYmxjExeI=&xsec_source=pc_search
断网生活,672db998000000001a01ca91,normal,"2G服务终结时, 古董手机的断网宿命",大哥大、折龟这些古董手机，即将成为“断网孤儿”啦！😱 在香港，随着越来越多的电讯公司停止2G服务，这些曾经的通讯界“大佬”们，怕是要陷入“失联”危机咯！😄期待未来通信技术的发展，也希望这些古董手机在新的时代里找到自己的新位置。,1731049880000,1731049881000,2024-11-08 15:11:20,2024-11-08 15:11:21,64e046d3000000000101382c,可楽仔,9,2,0,0,中国香港,,2024-12-03,https://www.xiaohongshu.com/explore/672db998000000001a01ca91?xsec_token=ABEEbwak4OXGboXYROL9sR_wPbJgnLAUAX48VW87myxM4=&xsec_source=pc_search
短视频沉迷,673b1a4300000000020392c1,video,📍保姆级教程|vlog三种综艺感剪辑技巧,"平时剪辑的日常vlog平平无奇，没有看点？试试这三个剪辑思路，让你的vlog变得生动有趣~
#剪辑教程[话题]# #综艺感剪辑[话题]# #视频剪辑[话题]# #剪映[话题]# #日常剪辑分享[话题]# #vlog剪辑[话题]# #综艺感片头[话题]# #自媒体新手如何做[话题]# #网感剪辑[话题]##现在就出发[话题]#",1731927394000,1731926596000,2024-11-18 18:56:34,2024-11-18 18:43:16,637e20560000000024014c2d,胖兮带你学剪辑,2.4万,2万,183,757,四川,"剪辑教程,综艺感剪辑,视频剪辑,剪映,日常剪辑分享,vlog剪辑,综艺感片头,自媒体新手如何做,网感剪辑,现在就出发",2024-11-25,https://www.xiaohongshu.com/explore/673b1a4300000000020392c1?xsec_token=AB6JMACZrE4vqHIPkPK5Ncgx_yxHFojc0vOFu3baay8Y4=&xsec_source=pc_search
断网生活,63e2054b000000000d01e65c,video,骗爸妈录制寒假生活视频,"爸爸妈妈是最佳捧场选手啦！晚上突然想到拍个视频，拉着爸妈一起，我妈全程在笑，我爸受不了我了，结果后面竟然和我一起一本正经的胡说八道。
睡到中午起，不做饭，不刷锅，不爱听爸妈的话，乱花钱。爸妈还挺给我面儿哈哈哈#23考研的摆烂生活[话题]# #00后[话题]# #寒假[话题]# #爸妈[话题]#",1675756875000,1675756876000,2023-02-07 16:01:15,2023-02-07 16:01:16,5f3dfff10000000001004726,萝卜张张,6137,668,772,1175,,"23考研的摆烂生活,00后,寒假,爸妈",2024-12-03,https://www.xiaohongshu.com/explore/63e2054b000000000d01e65c?xsec_token=AB5xLkvWzhbU_Ih4D4-072hOwNUar-xKY4b1aYEPnD7nQ=&xsec_source=pc_search
屏幕时间,6736bc1d000000003c017636,normal,你每天使用手机屏幕的时间是多少？ 发现苹果,"你每天使用手机屏幕的时间是多少？
发现苹果手机里面有一个功能是每天使用手机屏幕的时间，不看不知道，一看吓一跳😮
所以这几天开始有意识地使用手机了，希望通过一段时间的努力，手机屏幕使用时间可以降下来。
所以如果微信没有给亲朋好友们点赞实在对不住了，因为没有每天去一条条看。但是我一直会普向祝福你们的🙏🏽🙏🏽🙏🏽🌹🌹🌹
每每在心中想起你们，想起我们曾经走过的时光，心存温暖，心存感激！心存祝福🙏🏽🌹❤️
你们也要少看无用的手机信息，保护眼睛
㊗️安·吉祥🙏🏽
	
#手机使用时间[话题]# #手机屏幕使用时间[话题]# #保护眼睛[话题]# #节约时间[话题]# #生命宝贵[话题]# #不要浪费时间[话题]# #不要刷无意义的手机内容[话题]# #有意识地使用手机[话题]# #有意识地使用时间[话题]# #有效管理手机使用时间[话题]#",1731640349000,1731640350000,2024-11-15 11:12:29,2024-11-15 11:12:30,62ddc6a4000000001f01597e,草儿Dan,0,0,0,0,美国,"手机使用时间,手机屏幕使用时间,保护眼睛,节约时间,生命宝贵,不要浪费时间,不要刷无意义的手机内容,有意识地使用手机,有意识地使用时间,有效管理手机使用时间",2024-11-25,https://www.xiaohongshu.com/explore/6736bc1d000000003c017636?xsec_token=AB4-H2_RWbDO7VALKaJxuvJGguC-llSt4tVL0prcKTeWw=&xsec_source=pc_search
手机上瘾,66b763af000000001e019f6b,normal,明明手机很无聊，但为什么忍不住一直刷？,#手机[话题]##上瘾[话题]##上瘾本质[话题]##手机上瘾[话题]#,1723294639000,1723294639000,2024-08-10 20:57:19,2024-08-10 20:57:19,66a873ff000000000d024077,可能性,16,10,0,1,,"手机,上瘾,上瘾本质,手机上瘾",2024-11-17,https://www.xiaohongshu.com/explore/66b763af000000001e019f6b?xsec_token=ABs6WadLX3Ex_TU2h4bcIgBlTlssKEoCPcdtU7nkxme7A=&xsec_source=pc_search
断网,66c575c5000000001d03bfe2,normal,网络维护｜整个网络都断了什么情况？,"今天接到报修，客户的网络突然全部断网，赶至现场才发现是一根跳线不了小被拔了，这根跳线连接防火墙与核心交换机，当然全部都不能上网，对工作影响极大。
	
为了防止以后再出现类似的情况，我们把每根级连的跳线都找了出来，然后标记上，并且做好了拓扑图，这样以后万一再出问题，远程第一时间就可以处理了，大大减少了故障频率。
	
#网络故障[话题]# #网络维修[话题]# #IT外包[话题]# #网络维护[话题]# #职场日常[话题]# #网络工程师[话题]# #工作日常[话题]#",1724216773000,1724216773000,2024-08-21 13:06:13,2024-08-21 13:06:13,60c9ada300000000010007fe,上海电脑维护陈工,4,6,0,1,,"网络故障,网络维修,IT外包,网络维护,职场日常,网络工程师,工作日常",2024-11-22,https://www.xiaohongshu.com/explore/66c575c5000000001d03bfe2?xsec_token=ABVQ7cI_cwkRow-FsPQZ7UCbeebD-HK6tmKW_zdpdf3Kg=&xsec_source=pc_search
手机上瘾,62708d3b000000002103fbbf,video,孩子沉迷手机不学习事小，可怕的是大脑内部,#沉迷手机[话题]# #手机上瘾[话题]# #科学育儿[话题]#,1651543355000,1651543356000,2022-05-03 10:02:35,2022-05-03 10:02:36,5ec24da400000000010078fb,Panini（全脑+速记）,1938,1465,99,806,,"沉迷手机,手机上瘾,科学育儿",2024-11-17,https://www.xiaohongshu.com/explore/62708d3b000000002103fbbf?xsec_token=ABJ0DWcEcf6YOE4wI_XokdQFBvQDl66MIuaUCOBo1001s=&xsec_source=pc_search
手机管理,6640b226000000001e03065e,normal,惊了‼️iPhone自带高效自律神器也太好用了✅,"用iPhone的宝子们快把你手机里的提醒事项利用起来
	
用它做计划简直绝了[哇R]
	
一开始我也是怀着质疑的态度使用的，没想到越用越香[doge]已经离不开了，要知道在此之前提醒事项这个app可以一直处于吃灰的状态的哈哈哈哈哈
	
还可以在桌面设置成很美观的效果，真的是既实用又美观[赞R]
	
还有最近有考虑入手iPhone的可以蹲蹲百yi补贴，基本能省1k起，做好验机也能安全下车！
	
#实用app[话题]# #iPhone[话题]# #自律神器[话题]# #实用app安利[话题]# #数码大玩家[话题]# #淘宝百亿补贴[话题]# #淘宝百亿补贴手机[话题]#",1715515942000,1715952654000,2024-05-12 20:12:22,2024-05-17 21:30:54,609a1f540000000001007dea,哈尔的数码屋,1.3万,1万,157,974,,"实用app,iPhone,自律神器,实用app安利,数码大玩家,淘宝百亿补贴,淘宝百亿补贴手机",2024-11-25,https://www.xiaohongshu.com/explore/6640b226000000001e03065e?xsec_token=AB6TfCKLnVLG5nmHCuIh5xOCrAiA68wC2_ytpt2DXv49U=&xsec_source=pc_search
手机上瘾,64edfa52000000001e02e927,video,手机成瘾危害大脑！直接戒只会起反作用,#社会[话题]# #心理学[话题]# #手机成瘾[话题]# #刷手机的危害[话题]# #孤独成瘾[话题]# #健康科普[话题]# #科普[话题]#,1693317714000,1693317714000,2023-08-29 22:01:54,2023-08-29 22:01:54,62d136bc000000000303d2eb,猴猴说话,6109,4598,215,2044,,"社会,心理学,手机成瘾,刷手机的危害,孤独成瘾,健康科普,科普",2024-11-17,https://www.xiaohongshu.com/explore/64edfa52000000001e02e927?xsec_token=ABKBErwZOGZIBqXaPGXSZaB0rGF9acu0PAqc9p14ijIf4=&xsec_source=pc_search
放下手机,6730a150000000001b01209b,normal,回收手机发现的,请大家不要考验任何一个人的人性，特别是女大学生！小姐姐！虽然这些照片是为了讲案例的网图摆拍，就是想告诉大家无论如何把手机卖掉前，一定要自己亲手去清空手机，当面让恢复出厂设置！要不然个人隐私照片，私密照片，证件信息照片等等，不会被传播也会被看光光！！！#手机回收[话题]# #隐私保护[话题]# #回收手机[话题]# #手机置换回收[话题]# #手机回收置换[话题]# #二手手机回收置换[话题]# #二手机回收[话题]# #隐私安全[话题]# #保护隐私[话题]# #保护隐私安全[话题]#,1731240272000,1731240273000,2024-11-10 20:04:32,2024-11-10 20:04:33,66383bb80000000007006869,好多手机科技,15,4,5,5,陕西,"手机回收,隐私保护,回收手机,手机置换回收,手机回收置换,二手手机回收置换,二手机回收,隐私安全,保护隐私,保护隐私安全",2024-11-21,https://www.xiaohongshu.com/explore/6730a150000000001b01209b?xsec_token=ABL7z9whttYylUeduwVIKy-jsB3p2RZWs7AH8DmCYgPxc=&xsec_source=pc_search
手机上瘾,641a8c8c0000000013037d94,normal,告别手机瘾 |戒掉手机的14个方法,"1⃣️，嗨，我是苏苏。
我之前得了个大病，这个病叫手机瘾
.
5分钟不看手机心痒痒，
10分钟不看手机坐立不安，
.
刷手机时间，比睡觉时间都长。
你的症状和我一样吗？
.
饭可以少吃，手机却不可以不玩。
.
2⃣️，今天苏苏分享下是如何戒掉手机，亲测有效的14个方法：
.
戒不掉，你找我。
都在上面图里，超级超级实用啦！
.
3⃣️，做我所讲，讲我所做，
欢迎大家关注苏苏，
我会继续输出早起、读书
个人成长干货，陪你一起精进，
做快乐有钱人。
.
❤️爱你们~
#戒掉手机[话题]##自我提升[话题]##手机瘾[话题]##逆袭[话题]##自律[话题]##成为更好的自己[话题]##成长[话题]##女生必看[话题]##好好学习[话题]#@生活薯@知识薯#努力成为更好的自己[话题]##手机瘾[话题]#",1679461516000,1679461517000,2023-03-22 13:05:16,2023-03-22 13:05:17,5c4cf7b500000000120267d6,苏苏的书桌,126,100,8,12,,"努力成为更好的自己,戒掉手机,自律,手机瘾,好好学习,成长,自我提升,逆袭,成为更好的自己,女生必看",2024-11-17,https://www.xiaohongshu.com/explore/641a8c8c0000000013037d94?xsec_token=ABi5l9TSwp6IG13JMoq33ZKlHJ5Gt_cXI1pf6hS_25Dt4=&xsec_source=pc_search
断网,66fc2b4a000000001a021610,normal,很想说谁还在用广东广电网络,就是我这个大冤种 大半夜又断网了 而且不是头一次 一直都是突然间又断突然间又断 气得我乳腺堵塞 本来睡不着刷刷手机催睡意 现在气的更睡不着 垃圾网络公司#广东广电网络[话题]#,1727802186000,1727802187000,2024-10-02 01:03:06,2024-10-02 01:03:07,5ac63d664eacab4c5efa53d6,V1ncci,2,2,30,1,,广东广电网络,2024-11-22,https://www.xiaohongshu.com/explore/66fc2b4a000000001a021610?xsec_token=ABXLVM7Bu59va8PDDfCkA1f7Zi0KUDmce-oNyiuDPTa88=&xsec_source=pc_search
断网,644b2fc4000000000800e8c3,normal,五一假前的最后一天班，公司断网了,"早上上到一班，电脑突然断网了[石化R]，老板去检查了一下，发现是附近的电缆被挖断了，导致公司也用不了网[笑哭R]。老板说那连热点吧，结果只有我的电脑连不了热点，真是天助我也，在五一假前的最后一天班让我光明正大的摸下鱼[偷笑R][偷笑R]
#外贸狗的日常[话题]# #断网[话题]##五一假期[话题]# #五一调休[话题]#",1682649028000,1682649029000,2023-04-28 10:30:28,2023-04-28 10:30:29,5be008e60b6b7200014cf384,小孔成象,0,0,8,0,,"外贸狗的日常,断网,五一假期,五一调休",2024-11-22,https://www.xiaohongshu.com/explore/644b2fc4000000000800e8c3?xsec_token=ABUS_ZoWPw2Ffi7YLdcKKSJxZ5c1nXsRREJ5yRLbH0tYM=&xsec_source=pc_search
手机上瘾,6616a814000000001a00d2cf,normal,青少年手机上瘾的四个阶段,家长早觉察早干预#青春期[话题]# #家庭教育[话题]# #手机成瘾[话题]#,1712760852000,1712760853000,2024-04-10 22:54:12,2024-04-10 22:54:13,6550c509000000000802f9b7,禾沐谈青春期教育,14,21,1,13,,"青春期,家庭教育,手机成瘾",2024-11-17,https://www.xiaohongshu.com/explore/6616a814000000001a00d2cf?xsec_token=ABxeXOlyQsBqu9FxVC3X9m66VJrC3Kz6W9V8BZzR-pwhc=&xsec_source=pc_search
